Party,Year,Variables,Values,locality,division
déi Lénk,2013,TESSARO  Isabella,30,Larochette,Commune
déi Lénk,2013,THOMA Cléo,32,Larochette,Commune
déi Lénk,2013,THOMAS Guy,34,Larochette,Commune
déi Lénk,2013,TURPEL Justin,43,Larochette,Commune
déi Lénk,2013,URBANY Laura,34,Larochette,Commune
déi Lénk,2013,VALVASON Concetta,30,Larochette,Commune
déi Lénk,2013,WAGNER David,46,Larochette,Commune
déi Lénk,2013,WOLTER Nicole,33,Larochette,Commune
déi Lénk,2013,Total Liste,734,Larochette,Commune
déi Lénk,2013,Suffrages de Liste,546,Larochette,Commune
déi Lénk,2013,Pourcentage,0.0423,Lintgen,Commune
déi Lénk,2013,CARRILHO Beatriz,50,Lintgen,Commune
déi Lénk,2013,DELVAUX Joël,43,Lintgen,Commune
déi Lénk,2013,ERPELDING Michel,44,Lintgen,Commune
déi Lénk,2013,FOETZ Guy,56,Lintgen,Commune
déi Lénk,2013,GORZA Thérèse,45,Lintgen,Commune
déi Lénk,2013,JACQUES Yannick,41,Lintgen,Commune
déi Lénk,2013,LECUIT Janine dite Vania,37,Lintgen,Commune
déi Lénk,2013,LECUIT-JACOBY Sylvie,35,Lintgen,Commune
déi Lénk,2013,LENTZ Fabienne,47,Lintgen,Commune
déi Lénk,2013,SCHILTZ Claude,38,Lintgen,Commune
déi Lénk,2013,SCHOSSELER Jeanne,34,Lintgen,Commune
déi Lénk,2013,SIMON Claude,38,Lintgen,Commune
déi Lénk,2013,STOOS Guy,45,Lintgen,Commune
déi Lénk,2013,TESSARO  Isabella,35,Lintgen,Commune
déi Lénk,2013,THOMA Cléo,43,Lintgen,Commune
déi Lénk,2013,THOMAS Guy,41,Lintgen,Commune
déi Lénk,2013,TURPEL Justin,63,Lintgen,Commune
déi Lénk,2013,URBANY Laura,50,Lintgen,Commune
déi Lénk,2013,VALVASON Concetta,33,Lintgen,Commune
déi Lénk,2013,WAGNER David,49,Lintgen,Commune
déi Lénk,2013,WOLTER Nicole,40,Lintgen,Commune
déi Lénk,2013,Total Liste,907,Lintgen,Commune
déi Lénk,2013,Suffrages de Liste,672,Lintgen,Commune
déi Lénk,2013,Pourcentage,0.0346,Lorentzweiler,Commune
déi Lénk,2013,CARRILHO Beatriz,58,Lorentzweiler,Commune
déi Lénk,2013,DELVAUX Joël,55,Lorentzweiler,Commune
déi Lénk,2013,ERPELDING Michel,46,Lorentzweiler,Commune
déi Lénk,2013,FOETZ Guy,61,Lorentzweiler,Commune
déi Lénk,2013,GORZA Thérèse,50,Lorentzweiler,Commune
déi Lénk,2013,JACQUES Yannick,44,Lorentzweiler,Commune
déi Lénk,2013,LECUIT Janine dite Vania,50,Lorentzweiler,Commune
déi Lénk,2013,LECUIT-JACOBY Sylvie,41,Lorentzweiler,Commune
déi Lénk,2013,LENTZ Fabienne,51,Lorentzweiler,Commune
déi Lénk,2013,SCHILTZ Claude,43,Lorentzweiler,Commune
déi Lénk,2013,SCHOSSELER Jeanne,41,Lorentzweiler,Commune
déi Lénk,2013,SIMON Claude,38,Lorentzweiler,Commune
déi Lénk,2013,STOOS Guy,53,Lorentzweiler,Commune
déi Lénk,2013,TESSARO  Isabella,40,Lorentzweiler,Commune
déi Lénk,2013,THOMA Cléo,43,Lorentzweiler,Commune
déi Lénk,2013,THOMAS Guy,52,Lorentzweiler,Commune
déi Lénk,2013,TURPEL Justin,70,Lorentzweiler,Commune
déi Lénk,2013,URBANY Laura,63,Lorentzweiler,Commune
déi Lénk,2013,VALVASON Concetta,37,Lorentzweiler,Commune
déi Lénk,2013,WAGNER David,78,Lorentzweiler,Commune
déi Lénk,2013,WOLTER Nicole,46,Lorentzweiler,Commune
déi Lénk,2013,Total Liste,1060,Lorentzweiler,Commune
déi Lénk,2013,Suffrages de Liste,672,Lorentzweiler,Commune
déi Lénk,2013,Pourcentage,0.037,Mersch,Commune
déi Lénk,2013,CARRILHO Beatriz,121,Mersch,Commune
déi Lénk,2013,DELVAUX Joël,115,Mersch,Commune
déi Lénk,2013,ERPELDING Michel,104,Mersch,Commune
déi Lénk,2013,FOETZ Guy,127,Mersch,Commune
déi Lénk,2013,GORZA Thérèse,120,Mersch,Commune
déi Lénk,2013,JACQUES Yannick,98,Mersch,Commune
déi Lénk,2013,LECUIT Janine dite Vania,101,Mersch,Commune
déi Lénk,2013,LECUIT-JACOBY Sylvie,91,Mersch,Commune
déi Lénk,2013,LENTZ Fabienne,113,Mersch,Commune
déi Lénk,2013,SCHILTZ Claude,127,Mersch,Commune
déi Lénk,2013,SCHOSSELER Jeanne,103,Mersch,Commune
déi Lénk,2013,SIMON Claude,114,Mersch,Commune
déi Lénk,2013,STOOS Guy,122,Mersch,Commune
déi Lénk,2013,TESSARO  Isabella,91,Mersch,Commune
déi Lénk,2013,THOMA Cléo,107,Mersch,Commune
déi Lénk,2013,THOMAS Guy,108,Mersch,Commune
déi Lénk,2013,TURPEL Justin,172,Mersch,Commune
déi Lénk,2013,URBANY Laura,136,Mersch,Commune
déi Lénk,2013,VALVASON Concetta,89,Mersch,Commune
déi Lénk,2013,WAGNER David,164,Mersch,Commune
déi Lénk,2013,WOLTER Nicole,99,Mersch,Commune
déi Lénk,2013,Total Liste,2422,Mersch,Commune
déi Lénk,2013,Suffrages de Liste,1764,Mersch,Commune
déi Lénk,2013,Pourcentage,0.0728,Nommern,Commune
déi Lénk,2013,CARRILHO Beatriz,42,Nommern,Commune
déi Lénk,2013,DELVAUX Joël,49,Nommern,Commune
déi Lénk,2013,ERPELDING Michel,51,Nommern,Commune
déi Lénk,2013,FOETZ Guy,53,Nommern,Commune
déi Lénk,2013,GORZA Thérèse,40,Nommern,Commune
déi Lénk,2013,JACQUES Yannick,37,Nommern,Commune
déi Lénk,2013,LECUIT Janine dite Vania,47,Nommern,Commune
déi Lénk,2013,LECUIT-JACOBY Sylvie,37,Nommern,Commune
déi Lénk,2013,LENTZ Fabienne,40,Nommern,Commune
déi Lénk,2013,SCHILTZ Claude,56,Nommern,Commune
déi Lénk,2013,SCHOSSELER Jeanne,37,Nommern,Commune
déi Lénk,2013,SIMON Claude,39,Nommern,Commune
déi Lénk,2013,STOOS Guy,43,Nommern,Commune
déi Lénk,2013,TESSARO  Isabella,36,Nommern,Commune
déi Lénk,2013,THOMA Cléo,41,Nommern,Commune
déi Lénk,2013,THOMAS Guy,34,Nommern,Commune
déi Lénk,2013,TURPEL Justin,58,Nommern,Commune
déi Lénk,2013,URBANY Laura,40,Nommern,Commune
déi Lénk,2013,VALVASON Concetta,30,Nommern,Commune
déi Lénk,2013,WAGNER David,70,Nommern,Commune
déi Lénk,2013,WOLTER Nicole,38,Nommern,Commune
déi Lénk,2013,Total Liste,918,Nommern,Commune
déi Lénk,2013,Suffrages de Liste,630,Nommern,Commune
déi Lénk,2013,Pourcentage,0.0432,Tuntange,Commune
déi Lénk,2013,CARRILHO Beatriz,27,Tuntange,Commune
déi Lénk,2013,DELVAUX Joël,28,Tuntange,Commune
déi Lénk,2013,ERPELDING Michel,27,Tuntange,Commune
déi Lénk,2013,FOETZ Guy,37,Tuntange,Commune
déi Lénk,2013,GORZA Thérèse,21,Tuntange,Commune
déi Lénk,2013,JACQUES Yannick,27,Tuntange,Commune
déi Lénk,2013,LECUIT Janine dite Vania,27,Tuntange,Commune
déi Lénk,2013,LECUIT-JACOBY Sylvie,22,Tuntange,Commune
déi Lénk,2013,LENTZ Fabienne,27,Tuntange,Commune
déi Lénk,2013,SCHILTZ Claude,26,Tuntange,Commune
déi Lénk,2013,SCHOSSELER Jeanne,22,Tuntange,Commune
déi Lénk,2013,SIMON Claude,24,Tuntange,Commune
déi Lénk,2013,STOOS Guy,26,Tuntange,Commune
déi Lénk,2013,TESSARO  Isabella,22,Tuntange,Commune
déi Lénk,2013,THOMA Cléo,27,Tuntange,Commune
déi Lénk,2013,THOMAS Guy,26,Tuntange,Commune
déi Lénk,2013,TURPEL Justin,40,Tuntange,Commune
déi Lénk,2013,URBANY Laura,30,Tuntange,Commune
déi Lénk,2013,VALVASON Concetta,22,Tuntange,Commune
déi Lénk,2013,WAGNER David,32,Tuntange,Commune
déi Lénk,2013,WOLTER Nicole,21,Tuntange,Commune
déi Lénk,2013,Total Liste,561,Tuntange,Commune
déi Lénk,2013,Suffrages de Liste,441,Tuntange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Pourcentage,0.0501,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING Roy,5622,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marceline,3271,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,REUTER Karine,2855,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,BAUER Esther,2761,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,BERGER Steve,2635,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,BRAM Henri,2533,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,HAAS-ERPELDING Marie-Louise,2507,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,CLÉMENT Béatrice,2477,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,ANTHONY Charlotte épouse. FLESCH,2426,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,DA CONCEIÇAO FERNANDEZ Sandra,2417,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,FLESCH Felix,2405,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marie-Jeanne,2378,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,TURMES Manuel,2357,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,DEPIENNE Lucien,2298,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIKELS Christian,2293,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,WOLFF Marco,2267,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIMAX Albert,2264,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING-LENERTZ Josette,2263,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,XHONNEUX Detlef,2263,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,KARPOV Serguei,2217,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,SCHMIT Josiane,2200,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,Total Liste,54709,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,Suffrages de Liste,41601,CENTRE,Electoral district
A.D.R. Alternativ Demokratesch Reformpartei,2013,Pourcentage,0.044,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING Roy,1943,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marceline,1169,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,ANTHONY Charlotte épouse. FLESCH,840,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BAUER Esther,941,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BERGER Steve,915,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BRAM Henri,890,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,CLÉMENT Béatrice,874,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DA CONCEIÇAO FERNANDEZ Sandra,830,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DEPIENNE Lucien,793,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,FLESCH Felix,835,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marie-Jeanne,840,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,HAAS-ERPELDING Marie-Louise,810,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,KARPOV Serguei,791,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIKELS Christian,803,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIMAX Albert,796,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING-LENERTZ Josette,799,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REUTER Karine,974,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,SCHMIT Josiane,759,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,TURMES Manuel,850,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,WOLFF Marco,803,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,XHONNEUX Detlef,804,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Total Liste,19059,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Suffrages de Liste,14259,Luxembourg,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Pourcentage,0.0407,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING Roy,203,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marceline,110,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,ANTHONY Charlotte épouse. FLESCH,76,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BAUER Esther,86,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BERGER Steve,84,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BRAM Henri,84,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,CLÉMENT Béatrice,80,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DA CONCEIÇAO FERNANDEZ Sandra,73,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DEPIENNE Lucien,78,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,FLESCH Felix,83,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marie-Jeanne,77,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,HAAS-ERPELDING Marie-Louise,75,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,KARPOV Serguei,72,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIKELS Christian,77,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIMAX Albert,80,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING-LENERTZ Josette,79,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REUTER Karine,99,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,SCHMIT Josiane,72,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,TURMES Manuel,74,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,WOLFF Marco,75,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,XHONNEUX Detlef,72,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Total Liste,1809,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Suffrages de Liste,1407,Bertrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Pourcentage,0.0484,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING Roy,144,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marceline,86,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,ANTHONY Charlotte épouse. FLESCH,66,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BAUER Esther,69,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BERGER Steve,77,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BRAM Henri,78,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,CLÉMENT Béatrice,67,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DA CONCEIÇAO FERNANDEZ Sandra,71,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DEPIENNE Lucien,65,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,FLESCH Felix,76,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marie-Jeanne,67,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,HAAS-ERPELDING Marie-Louise,61,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,KARPOV Serguei,64,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIKELS Christian,69,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIMAX Albert,64,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING-LENERTZ Josette,66,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REUTER Karine,83,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,SCHMIT Josiane,69,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,TURMES Manuel,64,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,WOLFF Marco,63,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,XHONNEUX Detlef,63,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Total Liste,1532,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Suffrages de Liste,1239,Contern,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Pourcentage,0.0539,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING Roy,544,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marceline,314,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,ANTHONY Charlotte épouse. FLESCH,229,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BAUER Esther,278,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BERGER Steve,253,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BRAM Henri,229,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,CLÉMENT Béatrice,219,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DA CONCEIÇAO FERNANDEZ Sandra,212,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DEPIENNE Lucien,209,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,FLESCH Felix,229,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marie-Jeanne,223,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,HAAS-ERPELDING Marie-Louise,207,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,KARPOV Serguei,198,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIKELS Christian,203,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIMAX Albert,198,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING-LENERTZ Josette,216,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REUTER Karine,277,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,SCHMIT Josiane,197,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,TURMES Manuel,225,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,WOLFF Marco,202,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,XHONNEUX Detlef,195,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Total Liste,5057,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Suffrages de Liste,3717,Hesperange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Pourcentage,0.0415,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING Roy,187,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marceline,97,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,ANTHONY Charlotte épouse. FLESCH,81,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BAUER Esther,94,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BERGER Steve,89,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BRAM Henri,82,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,CLÉMENT Béatrice,79,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DA CONCEIÇAO FERNANDEZ Sandra,83,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DEPIENNE Lucien,79,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,FLESCH Felix,80,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marie-Jeanne,77,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,HAAS-ERPELDING Marie-Louise,85,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,KARPOV Serguei,70,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIKELS Christian,79,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIMAX Albert,79,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING-LENERTZ Josette,72,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REUTER Karine,86,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,SCHMIT Josiane,76,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,TURMES Manuel,78,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,WOLFF Marco,75,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,XHONNEUX Detlef,77,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Total Liste,1805,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Suffrages de Liste,1386,Niederanven,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Pourcentage,0.0662,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING Roy,151,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marceline,96,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,ANTHONY Charlotte épouse. FLESCH,73,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BAUER Esther,81,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BERGER Steve,87,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,BRAM Henri,89,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,CLÉMENT Béatrice,79,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DA CONCEIÇAO FERNANDEZ Sandra,75,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,DEPIENNE Lucien,61,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,FLESCH Felix,71,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marie-Jeanne,69,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,HAAS-ERPELDING Marie-Louise,75,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,KARPOV Serguei,65,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIKELS Christian,69,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,NIMAX Albert,71,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING-LENERTZ Josette,62,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REUTER Karine,89,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,SCHMIT Josiane,68,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,TURMES Manuel,68,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,WOLFF Marco,68,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,XHONNEUX Detlef,80,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Total Liste,1647,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Suffrages de Liste,1218,Sandweiler,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,Pourcentage,0.0636,Schuttrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,REDING Roy,159,Schuttrange,Commune
A.D.R. Alternativ Demokratesch Reformpartei,2013,GOERGEN Marceline,109,Schuttrange,Commune
