Party,Year,Variables,Values,locality,division
déi Lénk,2018,AREND Anne (1),36,Bous,Commune
déi Lénk,2018,KRIER Jean (5),34,Bous,Commune
déi Lénk,2018,ZEBROWSKY Daniel (7),31,Bous,Commune
déi Lénk,2018,FUENTES Adela (4),28,Bous,Commune
déi Lénk,2018,SCHROEDER Sylvie (6),28,Bous,Commune
déi Lénk,2018,BIERMANN Gaby (2),26,Bous,Commune
déi Lénk,2018,BOLLIG Francine (3),26,Bous,Commune
déi Lénk,2018,Suffrages total,209,Bous,Commune
déi Lénk,2018,Suffrages de liste,147,Bous,Commune
déi Lénk,2018,Suffrages nominatifs,62,Bous,Commune
PIRATEN,2018,Pourcentage,0.0767777225261064,Clervaux,Commune
PIRATEN,2018,ALLARD Ben (1),317,Clervaux,Commune
PIRATEN,2018,COLOMBERA Jean (2),243,Clervaux,Commune
PIRATEN,2018,MAAR Andy (3),182,Clervaux,Commune
PIRATEN,2018,CONRAD Pierre (7),143,Clervaux,Commune
PIRATEN,2018,DASBACH Angelika (4),139,Clervaux,Commune
PIRATEN,2018,GINTER Joshua (8),138,Clervaux,Commune
PIRATEN,2018,GRÜNEISEN Sam (6),131,Clervaux,Commune
PIRATEN,2018,TRAUT ép. MOLITOR Angela Maria (9),129,Clervaux,Commune
PIRATEN,2018,BAUMANN Roy (5),122,Clervaux,Commune
PIRATEN,2018,Suffrages total,1544,Clervaux,Commune
PIRATEN,2018,Suffrages de liste,954,Clervaux,Commune
PIRATEN,2018,Suffrages nominatifs,590,Clervaux,Commune
déi gréng,2018,Pourcentage,0.112332173048235,Clervaux,Commune
déi gréng,2018,TURMES Claude (1),536,Clervaux,Commune
déi gréng,2018,ASCHMAN Betsy (4),372,Clervaux,Commune
déi gréng,2018,EMPAIN Stéphanie (2),283,Clervaux,Commune
déi gréng,2018,DUPREZ Tanja (7),249,Clervaux,Commune
déi gréng,2018,THILLEN Frank (8),197,Clervaux,Commune
déi gréng,2018,ANZIA Gérard (3),173,Clervaux,Commune
déi gréng,2018,BIRCHEN Svenja (5),157,Clervaux,Commune
déi gréng,2018,DELTGEN Giny (6),146,Clervaux,Commune
déi gréng,2018,WILMES Dan (9),146,Clervaux,Commune
déi gréng,2018,Suffrages total,2259,Clervaux,Commune
déi gréng,2018,Suffrages de liste,1098,Clervaux,Commune
déi gréng,2018,Suffrages nominatifs,1161,Clervaux,Commune
LSAP,2018,Pourcentage,0.12113376429637,Clervaux,Commune
LSAP,2018,SCHNEIDER Romain (1),606,Clervaux,Commune
LSAP,2018,WEBER Carlo (9),434,Clervaux,Commune
LSAP,2018,VESALI Amir (8),302,Clervaux,Commune
LSAP,2018,KOCH Tina (3),254,Clervaux,Commune
LSAP,2018,HAAGEN Claude (2),246,Clervaux,Commune
LSAP,2018,STEICHEN Bob (6),151,Clervaux,Commune
LSAP,2018,STEFFEN Christian (5),150,Clervaux,Commune
LSAP,2018,PICARD Myriam (4),147,Clervaux,Commune
LSAP,2018,THILL Claude (7),146,Clervaux,Commune
LSAP,2018,Suffrages total,2436,Clervaux,Commune
LSAP,2018,Suffrages de liste,1053,Clervaux,Commune
LSAP,2018,Suffrages nominatifs,1383,Clervaux,Commune
CSV,2018,Pourcentage,0.330581800099453,Clervaux,Commune
CSV,2018,EICHER Emile (4),1382,Clervaux,Commune
CSV,2018,HANSEN Martine (1),1156,Clervaux,Commune
CSV,2018,KAES Aly (5),774,Clervaux,Commune
CSV,2018,SCHANK Marco (8),745,Clervaux,Commune
CSV,2018,BOONEN Jeff (2),590,Clervaux,Commune
CSV,2018,SCHAAF Jean-Paul (7),553,Clervaux,Commune
CSV,2018,WEILER Charles (9),517,Clervaux,Commune
CSV,2018,NICKELS-THEIS Anne (6),476,Clervaux,Commune
CSV,2018,CONZEMIUS Sonja (3),455,Clervaux,Commune
CSV,2018,Suffrages total,6648,Clervaux,Commune
CSV,2018,Suffrages de liste,2934,Clervaux,Commune
CSV,2018,Suffrages nominatifs,3714,Clervaux,Commune
KPL,2018,Pourcentage,0.00795624067628046,Clervaux,Commune
KPL,2018,HERMAN Alain (1),42,Clervaux,Commune
KPL,2018,NONNWEILER Roger (4),17,Clervaux,Commune
KPL,2018,SABOTIC Sanela (6),17,Clervaux,Commune
KPL,2018,BARBERI Andy (2),15,Clervaux,Commune
KPL,2018,WALERS Alphonse (8),15,Clervaux,Commune
KPL,2018,FUCHS Jordy (3),14,Clervaux,Commune
KPL,2018,REULAND Esther (5),14,Clervaux,Commune
KPL,2018,TANI Vanessa (7),13,Clervaux,Commune
KPL,2018,WILLKOMM Pierre (9),13,Clervaux,Commune
KPL,2018,Suffrages total,160,Clervaux,Commune
KPL,2018,Suffrages de liste,99,Clervaux,Commune
KPL,2018,Suffrages nominatifs,61,Clervaux,Commune
DP,2018,Pourcentage,0.204624564893088,Clervaux,Commune
DP,2018,MERTENS Edy (7),1044,Clervaux,Commune
DP,2018,BAULER André (3),779,Clervaux,Commune
DP,2018,ETGEN Fernand (1),514,Clervaux,Commune
DP,2018,HANSEN Marc (2),434,Clervaux,Commune
DP,2018,GOERENS Stéphanie (4),363,Clervaux,Commune
DP,2018,KEISER Francine (5),265,Clervaux,Commune
DP,2018,KOEUNE Marco (6),242,Clervaux,Commune
DP,2018,POIRÉ Mike (9),242,Clervaux,Commune
DP,2018,MULLER Marie (8),232,Clervaux,Commune
DP,2018,Suffrages total,4115,Clervaux,Commune
DP,2018,Suffrages de liste,1647,Clervaux,Commune
DP,2018,Suffrages nominatifs,2468,Clervaux,Commune
ADR,2018,Pourcentage,0.117205370462457,Clervaux,Commune
ADR,2018,LEMAIRE Michel (2),455,Clervaux,Commune
ADR,2018,ENGELEN Jeff (1),448,Clervaux,Commune
ADR,2018,XHONNEUX Detlef (9),243,Clervaux,Commune
ADR,2018,AREND Guy (3),219,Clervaux,Commune
ADR,2018,KIRSCH Carlo (7),205,Clervaux,Commune
ADR,2018,FREYMANN Norbert (4),201,Clervaux,Commune
ADR,2018,TURPEL Natalie (8),200,Clervaux,Commune
ADR,2018,FUNCK Myriam (5),197,Clervaux,Commune
ADR,2018,GIANNOTTE Joëlle (6),189,Clervaux,Commune
ADR,2018,Suffrages total,2357,Clervaux,Commune
ADR,2018,Suffrages de liste,1548,Clervaux,Commune
ADR,2018,Suffrages nominatifs,809,Clervaux,Commune
déi Lénk,2018,Pourcentage,0.0293883639980109,Clervaux,Commune
déi Lénk,2018,CLEMENT Cathy (1),101,Clervaux,Commune
déi Lénk,2018,FORGIARINI Thoma (2),91,Clervaux,Commune
déi Lénk,2018,FOX Katy (3),72,Clervaux,Commune
déi Lénk,2018,HOLLERICH Hubert (5),66,Clervaux,Commune
déi Lénk,2018,SCHUMANN Philippe (8),64,Clervaux,Commune
déi Lénk,2018,MEYER Karin (6),54,Clervaux,Commune
déi Lénk,2018,SPIELMANN Jenny (9),54,Clervaux,Commune
déi Lénk,2018,GORZA Marie-Thérèse (4),47,Clervaux,Commune
déi Lénk,2018,SCHANNEL Nico (7),42,Clervaux,Commune
déi Lénk,2018,Suffrages total,591,Clervaux,Commune
déi Lénk,2018,Suffrages de liste,351,Clervaux,Commune
déi Lénk,2018,Suffrages nominatifs,240,Clervaux,Commune
PIRATEN,2018,Pourcentage,0.0885869905465473,Colmar-Berg,Commune
PIRATEN,2018,CLEMENT Sven (1),180,Colmar-Berg,Commune
PIRATEN,2018,CLEMENT Pascal (3),82,Colmar-Berg,Commune
PIRATEN,2018,WEYER Jerry (2),80,Colmar-Berg,Commune
PIRATEN,2018,KUNAKOVA Lucie (4),76,Colmar-Berg,Commune
PIRATEN,2018,ISEKIN Christian (5),65,Colmar-Berg,Commune
PIRATEN,2018,LAUX Cynthia (6),64,Colmar-Berg,Commune
PIRATEN,2018,WAMPACH Jo (14),63,Colmar-Berg,Commune
PIRATEN,2018,THOLL Marc (18),62,Colmar-Berg,Commune
PIRATEN,2018,CANNIVY Sven (7),61,Colmar-Berg,Commune
PIRATEN,2018,LIESCH Mireille (8),60,Colmar-Berg,Commune
PIRATEN,2018,FELTGEN Francy (11),59,Colmar-Berg,Commune
PIRATEN,2018,MICHELS Jil (13),59,Colmar-Berg,Commune
PIRATEN,2018,ARNDT Lucas (16),59,Colmar-Berg,Commune
PIRATEN,2018,BIS Pierrot (15),58,Colmar-Berg,Commune
PIRATEN,2018,SCHWEICH Georges (9),57,Colmar-Berg,Commune
PIRATEN,2018,CIGRAND Jeff (20),57,Colmar-Berg,Commune
PIRATEN,2018,ABEN Rudolphe (10),55,Colmar-Berg,Commune
PIRATEN,2018,POTT Jeannine (12),55,Colmar-Berg,Commune
PIRATEN,2018,PHILIPPE-ALFONSETTI Huguette (17),55,Colmar-Berg,Commune
PIRATEN,2018,DIDELOT Loïc (19),54,Colmar-Berg,Commune
PIRATEN,2018,ZOLLER Thierry (21),54,Colmar-Berg,Commune
PIRATEN,2018,Suffrages total,1415,Colmar-Berg,Commune
PIRATEN,2018,Suffrages de liste,1029,Colmar-Berg,Commune
PIRATEN,2018,Suffrages nominatifs,386,Colmar-Berg,Commune
déi gréng,2018,Pourcentage,0.146935453577913,Colmar-Berg,Commune
déi gréng,2018,BAUSCH François (1),246,Colmar-Berg,Commune
déi gréng,2018,TANSON Sam (2),201,Colmar-Berg,Commune
déi gréng,2018,BACK Carlo (3),116,Colmar-Berg,Commune
déi gréng,2018,MARGUE Charles (10),112,Colmar-Berg,Commune
déi gréng,2018,BERNARD Djuna (5),111,Colmar-Berg,Commune
déi gréng,2018,BENOY François (4),110,Colmar-Berg,Commune
déi gréng,2018,FRANK Tanja (9),110,Colmar-Berg,Commune
déi gréng,2018,PAULUS Liz (13),109,Colmar-Berg,Commune
déi gréng,2018,THILL Jessie (19),109,Colmar-Berg,Commune
déi gréng,2018,POLFER Paul (14),106,Colmar-Berg,Commune
déi gréng,2018,ZENS Paul (21),104,Colmar-Berg,Commune
déi gréng,2018,NEY Carole (12),101,Colmar-Berg,Commune
déi gréng,2018,FORGIARINI Nora (8),100,Colmar-Berg,Commune
déi gréng,2018,DAMJANOVIC Gaby (7),98,Colmar-Berg,Commune
déi gréng,2018,BRÖMMEL Christa (6),97,Colmar-Berg,Commune
déi gréng,2018,MILLER Roger (11),90,Colmar-Berg,Commune
déi gréng,2018,REMMY Claire (15),87,Colmar-Berg,Commune
déi gréng,2018,SCHMIT Claude (17),87,Colmar-Berg,Commune
déi gréng,2018,TEX Roland (18),87,Colmar-Berg,Commune
déi gréng,2018,WAGENER Yves (20),85,Colmar-Berg,Commune
déi gréng,2018,ROEDER Jean-Paul (16),81,Colmar-Berg,Commune
déi gréng,2018,Suffrages total,2347,Colmar-Berg,Commune
déi gréng,2018,Suffrages de liste,1596,Colmar-Berg,Commune
déi gréng,2018,Suffrages nominatifs,751,Colmar-Berg,Commune
LSAP,2018,Pourcentage,0.136981155700244,Colmar-Berg,Commune
LSAP,2018,SCHNEIDER Etienne (1),251,Colmar-Berg,Commune
LSAP,2018,CLOSENER Francine (5),145,Colmar-Berg,Commune
LSAP,2018,ANGEL Marc (2),139,Colmar-Berg,Commune
LSAP,2018,FAYOT Franz (8),133,Colmar-Berg,Commune
LSAP,2018,VIAGGI David (19),124,Colmar-Berg,Commune
LSAP,2018,BAUS Ben (3),114,Colmar-Berg,Commune
LSAP,2018,HEMMEN Cécile (11),106,Colmar-Berg,Commune
LSAP,2018,WEINS Alain (20),98,Colmar-Berg,Commune
LSAP,2018,LAHURE Sandie (15),94,Colmar-Berg,Commune
LSAP,2018,FELTGEN Monique (9),92,Colmar-Berg,Commune
LSAP,2018,KIRSCH-HIRTT Marguy (13),92,Colmar-Berg,Commune
LSAP,2018,SILVA Tania (18),88,Colmar-Berg,Commune
LSAP,2018,MAY Liz (16),85,Colmar-Berg,Commune
LSAP,2018,DELCOURT Claire (7),83,Colmar-Berg,Commune
LSAP,2018,GOEBBELS Joanne (10),83,Colmar-Berg,Commune
LSAP,2018,KRIEPS Tom (14),82,Colmar-Berg,Commune
LSAP,2018,D'ANGELO Nicole (6),78,Colmar-Berg,Commune
LSAP,2018,JONES Ginette (12),78,Colmar-Berg,Commune
LSAP,2018,BOISANTE Gabriel (4),77,Colmar-Berg,Commune
LSAP,2018,WEYMERSKIRCH Patrick (21),77,Colmar-Berg,Commune
LSAP,2018,MOES Régis (17),69,Colmar-Berg,Commune
LSAP,2018,Suffrages total,2188,Colmar-Berg,Commune
LSAP,2018,Suffrages de liste,1302,Colmar-Berg,Commune
LSAP,2018,Suffrages nominatifs,886,Colmar-Berg,Commune
CSV,2018,Pourcentage,0.255305828585739,Colmar-Berg,Commune
CSV,2018,WISELER Claude (1),353,Colmar-Berg,Commune
CSV,2018,WILMES Serge (21),263,Colmar-Berg,Commune
CSV,2018,REDING Viviane (16),226,Colmar-Berg,Commune
CSV,2018,ADEHM Diane (2),222,Colmar-Berg,Commune
CSV,2018,MOSAR Laurent (13),222,Colmar-Berg,Commune
CSV,2018,SILVA Natalie (18),206,Colmar-Berg,Commune
CSV,2018,GALLES Paul (6),196,Colmar-Berg,Commune
CSV,2018,MERGEN Martine (12),194,Colmar-Berg,Commune
CSV,2018,MARGUE Elisabeth (10),188,Colmar-Berg,Commune
CSV,2018,BAUER Maurice (3),180,Colmar-Berg,Commune
CSV,2018,KONSBRUCK Claudine (7),180,Colmar-Berg,Commune
CSV,2018,LIES Marc (8),180,Colmar-Berg,Commune
CSV,2018,DONNERSBACH Alex (5),171,Colmar-Berg,Commune
CSV,2018,LUX-SCHARES Nadine (9),169,Colmar-Berg,Commune
CSV,2018,STEINMETZ Claude (19),167,Colmar-Berg,Commune
CSV,2018,SAUBER François (17),165,Colmar-Berg,Commune
CSV,2018,PUNDEL Nico (14),164,Colmar-Berg,Commune
CSV,2018,TERNES Fred (20),160,Colmar-Berg,Commune
CSV,2018,BRAQUET Marion ép. ZOVILE (4),159,Colmar-Berg,Commune
CSV,2018,REDING Vincent (15),157,Colmar-Berg,Commune
CSV,2018,MASSARD-STITZ Simone (11),156,Colmar-Berg,Commune
CSV,2018,Suffrages total,4078,Colmar-Berg,Commune
CSV,2018,Suffrages de liste,2688,Colmar-Berg,Commune
CSV,2018,Suffrages nominatifs,1390,Colmar-Berg,Commune
KPL,2018,Pourcentage,0.00582232517373067,Colmar-Berg,Commune
KPL,2018,JACOBY Jean-Marie (1),14,Colmar-Berg,Commune
KPL,2018,BESTGEN Carole (2),8,Colmar-Berg,Commune
KPL,2018,GUERRERO Enrique (6),5,Colmar-Berg,Commune
KPL,2018,MATAGNE Serge (10),5,Colmar-Berg,Commune
KPL,2018,NTABALA TSHIBUYI Léon (11),5,Colmar-Berg,Commune
KPL,2018,RECKINGER Marie-Jeanne (15),5,Colmar-Berg,Commune
KPL,2018,RUCKERT-MEISER Gertrud (18),5,Colmar-Berg,Commune
KPL,2018,VIBI Sandra (20),5,Colmar-Berg,Commune
KPL,2018,CASANOVA Manuel (3),4,Colmar-Berg,Commune
KPL,2018,PISANI Giulio-Enrico (13),4,Colmar-Berg,Commune
KPL,2018,CASTELLANO Manuela (4),3,Colmar-Berg,Commune
KPL,2018,GOULLEVEN Romance (5),3,Colmar-Berg,Commune
KPL,2018,HEMMER Nicolas (7),3,Colmar-Berg,Commune
KPL,2018,KIRCHESCH Patrick (8),3,Colmar-Berg,Commune
KPL,2018,MARTINS Alessandro (9),3,Colmar-Berg,Commune
KPL,2018,OURTH Marco (12),3,Colmar-Berg,Commune
KPL,2018,RAMAN Guido (14),3,Colmar-Berg,Commune
KPL,2018,RECKINGER Sonja (16),3,Colmar-Berg,Commune
KPL,2018,RICHER Steve (17),3,Colmar-Berg,Commune
KPL,2018,SCHWEICH Nicole (19),3,Colmar-Berg,Commune
KPL,2018,WOLFF Roland (21),3,Colmar-Berg,Commune
KPL,2018,Suffrages total,93,Colmar-Berg,Commune
KPL,2018,Suffrages de liste,63,Colmar-Berg,Commune
KPL,2018,Suffrages nominatifs,30,Colmar-Berg,Commune
DP,2018,Pourcentage,0.173042008389157,Colmar-Berg,Commune
DP,2018,BETTEL Xavier (1),384,Colmar-Berg,Commune
DP,2018,CAHEN Corinne (2),207,Colmar-Berg,Commune
DP,2018,POLFER Lydie (19),181,Colmar-Berg,Commune
DP,2018,MALHERBE Michel (17),179,Colmar-Berg,Commune
DP,2018,COLABIANCHI Frank (7),146,Colmar-Berg,Commune
DP,2018,ARENDT Guy (3),135,Colmar-Berg,Commune
DP,2018,BEISSEL Simone (4),119,Colmar-Berg,Commune
DP,2018,LAMBERTY Claude (16),119,Colmar-Berg,Commune
DP,2018,ELVINGER Joëlle (12),116,Colmar-Berg,Commune
DP,2018,DIESCHBURG-NICKELS Martine (11),110,Colmar-Berg,Commune
DP,2018,CAMARDA Sylvia (6),108,Colmar-Berg,Commune
DP,2018,DEGROTT Jana (9),107,Colmar-Berg,Commune
DP,2018,DE JAGER Tania (8),102,Colmar-Berg,Commune
DP,2018,GOLDSCHMIDT Patrick (14),100,Colmar-Berg,Commune
DP,2018,BOCK Héloïse (5),96,Colmar-Berg,Commune
DP,2018,FISCHER Marc (13),96,Colmar-Berg,Commune
DP,2018,OBERTIN Stéphanie (18),95,Colmar-Berg,Commune
DP,2018,WIRTZ Jeff (20),95,Colmar-Berg,Commune
DP,2018,WURTH Nicolas (21),95,Colmar-Berg,Commune
DP,2018,HOUWEN Marco (15),88,Colmar-Berg,Commune
DP,2018,DEUTSCH Françoise ép. DUPONT (10),86,Colmar-Berg,Commune
DP,2018,Suffrages total,2764,Colmar-Berg,Commune
DP,2018,Suffrages de liste,1638,Colmar-Berg,Commune
DP,2018,Suffrages nominatifs,1126,Colmar-Berg,Commune
ADR,2018,Pourcentage,0.140737494522006,Colmar-Berg,Commune
ADR,2018,ADAMY Marc (2),199,Colmar-Berg,Commune
ADR,2018,REDING Roy (1),149,Colmar-Berg,Commune
ADR,2018,DA MOTA Daniel (6),115,Colmar-Berg,Commune
ADR,2018,DAUBENFELD Mario (7),107,Colmar-Berg,Commune
ADR,2018,PENNING Alex (15),107,Colmar-Berg,Commune
ADR,2018,BINTZ Claude (4),105,Colmar-Berg,Commune
ADR,2018,HARDY Daniel (10),105,Colmar-Berg,Commune
ADR,2018,AHLES Thérèse dite Thessy (3),103,Colmar-Berg,Commune
ADR,2018,PHILIPP Gérard (16),100,Colmar-Berg,Commune
ADR,2018,WELTER Lucien (21),100,Colmar-Berg,Commune
ADR,2018,STOFFEL Véronique dite Nicky (20),99,Colmar-Berg,Commune
ADR,2018,JUNG Tessy (11),98,Colmar-Berg,Commune
ADR,2018,MARINKOVIC Jelena (12),98,Colmar-Berg,Commune
ADR,2018,MOES René (13),98,Colmar-Berg,Commune
ADR,2018,REDING Felix (17),98,Colmar-Berg,Commune
ADR,2018,RINCK Daniel (18),98,Colmar-Berg,Commune
ADR,2018,MÜLLER-TROTSENKO Nadejda (14),97,Colmar-Berg,Commune
ADR,2018,FABER-SCHANEN Marie-Andrée (8),95,Colmar-Berg,Commune
ADR,2018,CLÉMENT Béatrice (5),94,Colmar-Berg,Commune
ADR,2018,GOERGEN Marceline (9),94,Colmar-Berg,Commune
ADR,2018,SOULTANOVA Goulnora (19),89,Colmar-Berg,Commune
ADR,2018,Suffrages total,2248,Colmar-Berg,Commune
ADR,2018,Suffrages de liste,1827,Colmar-Berg,Commune
ADR,2018,Suffrages nominatifs,421,Colmar-Berg,Commune
déi Lénk,2018,Pourcentage,0.051524447505165,Colmar-Berg,Commune
déi Lénk,2018,WAGNER David (1),117,Colmar-Berg,Commune
déi Lénk,2018,OBERWEIS Nathalie (3),68,Colmar-Berg,Commune
déi Lénk,2018,CORREIA DA VEIGA Ana (2),50,Colmar-Berg,Commune
déi Lénk,2018,ERPELDING Michel (4),44,Colmar-Berg,Commune
déi Lénk,2018,DELVAUX Joël (7),44,Colmar-Berg,Commune
déi Lénk,2018,GASHONGA Sandrine (11),38,Colmar-Berg,Commune
déi Lénk,2018,CORREIA José Luís (6),37,Colmar-Berg,Commune
déi Lénk,2018,SCHILTZ Claude (14),36,Colmar-Berg,Commune
déi Lénk,2018,THILLMANY Josée (19),34,Colmar-Berg,Commune
déi Lénk,2018,CARRILHO Beatriz (5),32,Colmar-Berg,Commune
déi Lénk,2018,SIMON Claude (16),32,Colmar-Berg,Commune
déi Lénk,2018,FABER Jean-Paul (8),31,Colmar-Berg,Commune
déi Lénk,2018,FOETZ Guy (9),31,Colmar-Berg,Commune
déi Lénk,2018,GALLI Alessandra (10),30,Colmar-Berg,Commune
déi Lénk,2018,WEIER Sebastian (21),30,Colmar-Berg,Commune
déi Lénk,2018,SCHOSSELER Jeanne (15),29,Colmar-Berg,Commune
déi Lénk,2018,THEIS Marc (18),29,Colmar-Berg,Commune
déi Lénk,2018,PAULUS Jean (12),28,Colmar-Berg,Commune
déi Lénk,2018,RIES Joseph René dit Jeff (13),28,Colmar-Berg,Commune
déi Lénk,2018,TESSARO Isabella (17),28,Colmar-Berg,Commune
déi Lénk,2018,VALVASON DETTO SARODINE Concetta (20),27,Colmar-Berg,Commune
déi Lénk,2018,Suffrages total,823,Colmar-Berg,Commune
déi Lénk,2018,Suffrages de liste,567,Colmar-Berg,Commune
déi Lénk,2018,Suffrages nominatifs,256,Colmar-Berg,Commune
PIRATEN,2018,Pourcentage,0.067906976744186,Consdorf,Commune
PIRATEN,2018,FRÈRES Daniel (1),116,Consdorf,Commune
PIRATEN,2018,CLEMENT Jill (7),69,Consdorf,Commune
PIRATEN,2018,BELLEVILLE Tatjana (4),56,Consdorf,Commune
PIRATEN,2018,HOUDREMONT Claire (2),51,Consdorf,Commune
PIRATEN,2018,MARTINS DOS SANTOS Catarina (6),51,Consdorf,Commune
PIRATEN,2018,CONTRERAS Gerald (5),48,Consdorf,Commune
PIRATEN,2018,BÖRGER Nancy (3),47,Consdorf,Commune
PIRATEN,2018,Suffrages total,438,Consdorf,Commune
PIRATEN,2018,Suffrages de liste,266,Consdorf,Commune
PIRATEN,2018,Suffrages nominatifs,172,Consdorf,Commune
déi gréng,2018,Pourcentage,0.148992248062016,Consdorf,Commune
déi gréng,2018,DIESCHBOURG Carole (1),342,Consdorf,Commune
déi gréng,2018,KOX Henri (2),156,Consdorf,Commune
déi gréng,2018,GARY Chantal (3),107,Consdorf,Commune
déi gréng,2018,SEHOVIC Meris (7),102,Consdorf,Commune
déi gréng,2018,KMIOTEK Christian (5),93,Consdorf,Commune
déi gréng,2018,SCHLECK Steve (6),81,Consdorf,Commune
déi gréng,2018,KLARES-GOERGEN Fernande (4),80,Consdorf,Commune
déi gréng,2018,Suffrages total,961,Consdorf,Commune
déi gréng,2018,Suffrages de liste,462,Consdorf,Commune
déi gréng,2018,Suffrages nominatifs,499,Consdorf,Commune
LSAP,2018,Pourcentage,0.0973643410852713,Consdorf,Commune
LSAP,2018,SCHMIT Nicolas (1),174,Consdorf,Commune
LSAP,2018,SCHEUER Ben (6),139,Consdorf,Commune
LSAP,2018,BURTON Tess (3),95,Consdorf,Commune
LSAP,2018,WIRTZ Jean-François (7),66,Consdorf,Commune
LSAP,2018,BECHTOLD Lucien (2),54,Consdorf,Commune
LSAP,2018,FRISCH Colette (4),52,Consdorf,Commune
LSAP,2018,RÖSSLER Aurore (5),48,Consdorf,Commune
LSAP,2018,Suffrages total,628,Consdorf,Commune
LSAP,2018,Suffrages de liste,266,Consdorf,Commune
LSAP,2018,Suffrages nominatifs,362,Consdorf,Commune
CSV,2018,Pourcentage,0.290697674418605,Consdorf,Commune
CSV,2018,HETTO-GAASCH Françoise (1),431,Consdorf,Commune
CSV,2018,MODERT Octavie (5),287,Consdorf,Commune
CSV,2018,GLODEN Léon (3),267,Consdorf,Commune
CSV,2018,WEYDERT Stéphanie (7),265,Consdorf,Commune
CSV,2018,WENGLER Yves (6),232,Consdorf,Commune
CSV,2018,HENGEL Max (4),212,Consdorf,Commune
CSV,2018,DUBLIN Christian (2),181,Consdorf,Commune
CSV,2018,Suffrages total,1875,Consdorf,Commune
CSV,2018,Suffrages de liste,980,Consdorf,Commune
CSV,2018,Suffrages nominatifs,895,Consdorf,Commune
KPL,2018,Pourcentage,0.00775193798449612,Consdorf,Commune
KPL,2018,ANTONY Joëlle (1),9,Consdorf,Commune
KPL,2018,ARENDT Huguette (2),8,Consdorf,Commune
KPL,2018,DI BERNARDO Sylvia (3),7,Consdorf,Commune
KPL,2018,HAAS Wilhelm (4),7,Consdorf,Commune
KPL,2018,MAHNEN David (6),7,Consdorf,Commune
KPL,2018,LIČINA Dževa (5),6,Consdorf,Commune
KPL,2018,PIZZAFERRI-MANENTE Christiane (7),6,Consdorf,Commune
KPL,2018,Suffrages total,50,Consdorf,Commune
KPL,2018,Suffrages de liste,35,Consdorf,Commune
KPL,2018,Suffrages nominatifs,15,Consdorf,Commune
DP,2018,Pourcentage,0.234108527131783,Consdorf,Commune
DP,2018,JEITZ Edith (4),392,Consdorf,Commune
DP,2018,DELLES Lex (1),243,Consdorf,Commune
DP,2018,BAUM Gilles (2),240,Consdorf,Commune
DP,2018,HARTMANN Carole (3),212,Consdorf,Commune
DP,2018,SEMEDO Monica (6),175,Consdorf,Commune
DP,2018,SCHOMMER Claude (5),128,Consdorf,Commune
DP,2018,SITZ Jacques (7),120,Consdorf,Commune
DP,2018,Suffrages total,1510,Consdorf,Commune
DP,2018,Suffrages de liste,763,Consdorf,Commune
DP,2018,Suffrages nominatifs,747,Consdorf,Commune
ADR,2018,Pourcentage,0.122635658914729,Consdorf,Commune
ADR,2018,SCHOOS Jean (2),176,Consdorf,Commune
ADR,2018,MEHLEN Robert (1),171,Consdorf,Commune
ADR,2018,BRISBOIS Tessy (5),96,Consdorf,Commune
ADR,2018,SOLNY Colette (7),93,Consdorf,Commune
ADR,2018,AGNES Tom (3),89,Consdorf,Commune
ADR,2018,BREYER Nathalie (4),87,Consdorf,Commune
ADR,2018,KIRCHEN Ernest (6),79,Consdorf,Commune
ADR,2018,Suffrages total,791,Consdorf,Commune
ADR,2018,Suffrages de liste,469,Consdorf,Commune
ADR,2018,Suffrages nominatifs,322,Consdorf,Commune
déi Lénk,2018,Pourcentage,0.0305426356589147,Consdorf,Commune
déi Lénk,2018,KRIER Jean (5),41,Consdorf,Commune
déi Lénk,2018,AREND Anne (1),34,Consdorf,Commune
déi Lénk,2018,FUENTES Adela (4),27,Consdorf,Commune
déi Lénk,2018,BOLLIG Francine (3),25,Consdorf,Commune
déi Lénk,2018,SCHROEDER Sylvie (6),25,Consdorf,Commune
déi Lénk,2018,BIERMANN Gaby (2),23,Consdorf,Commune
déi Lénk,2018,ZEBROWSKY Daniel (7),22,Consdorf,Commune
déi Lénk,2018,Suffrages total,197,Consdorf,Commune
déi Lénk,2018,Suffrages de liste,133,Consdorf,Commune
déi Lénk,2018,Suffrages nominatifs,64,Consdorf,Commune
PIRATEN,2018,Pourcentage,0.0429506246281975,Contern,Commune
PIRATEN,2018,CLEMENT Sven (1),176,Contern,Commune
PIRATEN,2018,SCHWEICH Georges (9),89,Contern,Commune
PIRATEN,2018,CLEMENT Pascal (3),83,Contern,Commune
PIRATEN,2018,WEYER Jerry (2),82,Contern,Commune
PIRATEN,2018,KUNAKOVA Lucie (4),76,Contern,Commune
PIRATEN,2018,ISEKIN Christian (5),63,Contern,Commune
PIRATEN,2018,LAUX Cynthia (6),62,Contern,Commune
PIRATEN,2018,DIDELOT Loïc (19),62,Contern,Commune
PIRATEN,2018,CANNIVY Sven (7),61,Contern,Commune
PIRATEN,2018,MICHELS Jil (13),60,Contern,Commune
PIRATEN,2018,BIS Pierrot (15),60,Contern,Commune
PIRATEN,2018,LIESCH Mireille (8),59,Contern,Commune
PIRATEN,2018,WAMPACH Jo (14),59,Contern,Commune
PIRATEN,2018,ARNDT Lucas (16),59,Contern,Commune
