NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
1314;2019;4;20;9;1;1;11;1;1;N;N;4;1;1;4;N;;;;;;;1;02;6;09;4;2;1;32;4;178.0566
1314;2019;4;20;9;1;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;196.9714
1314;2019;4;20;9;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;196.9714
1314;2019;4;20;9;6;1;12;1;2;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;2;1;32;1;173.3047
1314;2019;4;20;9;1;1;12;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;08;2;;;32;2;216.3593
1315;2019;4;20;9;6;1;15;1;1;N;N;4;1;;;N;;;;;;;4;04;9;02;3;;;;2;114.5322
1315;2019;4;20;9;1;1;16;1;1;N;N;2;2;;;N;;;;;;;4;07;8;02;3;;;;1;107.8268
1316;2019;4;20;3;1;1;09;1;3;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;1;1;32;1;172.4239
1316;2019;4;20;3;6;1;09;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;32;2;171.1427
1316;2019;4;20;3;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;162.5879
1316;2019;4;20;3;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;162.5879
1317;2019;4;01;9;6;1;17;1;1;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;4;88.2514
1317;2019;4;01;9;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;63.4542
1317;2019;4;01;9;6;1;11;1;2;N;N;4;1;1;3;N;;;;;;;1;02;5;04;4;2;1;0;1;71.1937
1318;2019;4;48;9;1;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;246.0501
1318;2019;4;48;9;1;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;271.9706
1318;2019;4;48;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;246.0501
1318;2019;4;48;9;6;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;08;4;2;5;40;2;259.9245
1319;2019;4;48;9;1;1;15;1;3;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;223.6224
1319;2019;4;48;9;6;1;11;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;40;4;180.1227
1320;2019;4;01;9;1;1;14;1;3;N;N;2;2;;;N;;;;;;;4;07;3;08;4;2;;;1;39.5489
1320;2019;4;01;9;6;2;14;1;3;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;2;38.6615
1321;2019;4;48;9;1;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;3;04;4;2;;;2;112.805
1321;2019;4;48;9;6;2;16;1;1;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;114.069
1322;2019;4;48;1;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;216.352
1322;2019;4;48;1;1;1;11;1;3;N;N;4;1;1;4;N;;;;;;;1;02;1;02;4;2;1;0;1;231.3467
1322;2019;4;48;1;1;1;04;1;2;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;216.352
1322;2019;4;48;1;1;1;04;1;1;S;S;4;2;;;N;;;;;;;4;04;;;;;;;3;216.352
1323;2019;4;48;9;6;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;4;03;4;2;5;40;1;95.6534
1324;2019;4;20;3;1;1;12;1;2;N;N;4;1;1;4;N;;;;;;;1;02;1;08;1;;;24;1;147.5343
1324;2019;4;20;3;6;1;12;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;08;1;;;24;2;143.597
1324;2019;4;20;3;6;1;06;1;3;N;N;4;1;1;2;N;;;;;;;1;01;2;09;4;1;5;45;3;220.3644
1324;2019;4;20;3;1;1;05;1;2;S;N;4;1;;;N;;;;;;;4;04;4;08;4;2;;;3;158.3357
1325;2019;4;01;9;6;1;18;1;1;N;N;2;4;;;N;;;;;;;4;07;9;02;4;2;;;4;84.9713
1325;2019;4;01;9;6;1;13;1;3;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;1;69.8453
1325;2019;4;01;9;6;1;04;1;3;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;82.5171
1326;2019;4;20;9;6;2;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;160
1326;2019;4;20;9;1;1;10;1;1;N;N;4;2;;;S;6;1;S;03;20;S;2;06;9;04;4;2;;;2;224.8496
1326;2019;4;20;9;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;179.0151
1326;2019;4;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;170.0978
1327;2019;4;01;2;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;189.3713
1327;2019;4;01;2;6;1;10;1;3;N;N;4;1;1;2;N;;;;;;;1;01;5;04;4;2;1;49;1;191.8165
1327;2019;4;01;2;1;1;10;1;3;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;32;2;196.3933
1327;2019;4;01;2;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;185.6474
1328;2019;4;48;9;1;1;03;1;1;S;S;4;1;;;N;;;;;;;;;;;;;;;4;238.3478
1328;2019;4;48;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;4;238.3478
1328;2019;4;48;9;6;3;09;1;3;N;N;4;1;2;2;S;3;2;S;03;1;S;1;02;5;08;4;2;5;24;3;251.7879
1328;2019;4;48;9;1;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;5;10;4;2;;;4;286.6446
1328;2019;4;48;9;6;3;17;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;289.8564
1329;2019;4;48;1;1;1;08;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;5;40;3;249.3217
1329;2019;4;48;1;6;1;08;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;37;3;244.9143
1329;2019;4;48;1;6;2;13;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;178.7981
1330;2019;4;20;9;6;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;131.933
1330;2019;4;20;9;6;2;12;1;1;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;2;1;30;1;139.4541
1330;2019;4;20;9;1;1;11;1;1;N;N;4;3;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;150.9547
1331;2019;4;48;9;1;1;13;1;3;N;N;4;2;1;2;N;;;;;;;1;02;2;08;1;;;40;1;212.3366
1332;2019;4;48;9;6;2;15;1;2;N;N;4;1;;;N;;;;;;;4;04;4;09;5;;;;1;177.9087
1333;2019;4;48;9;6;3;05;1;3;N;N;4;3;2;2;N;;;;;;;1;02;4;09;4;2;5;35;3;197.8397
1333;2019;4;48;9;1;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;223.6261
1333;2019;4;48;9;6;3;10;1;2;N;N;4;1;2;2;N;;;;;;;1;03;5;10;4;2;6;4;2;181.793
1334;2019;4;48;9;1;2;15;1;2;N;N;2;1;;;N;;;;;;;4;04;3;02;3;;;;1;159.3264
1334;2019;4;48;9;6;2;14;1;2;N;N;4;1;;;N;;;;;;;4;04;4;04;4;2;;;2;161.1117
1335;2019;4;01;9;6;1;13;1;2;N;N;4;1;1;3;N;;;;;;;1;02;5;09;4;1;5;0;1;49.6707
1336;2019;4;20;9;6;1;17;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;218.8094
1336;2019;4;20;9;1;1;17;1;2;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;2;205.999
1336;2019;4;20;9;6;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;2;1;40;3;175.5603
1337;2019;4;48;9;6;1;10;1;3;N;N;4;1;;;N;;;;;;;4;04;8;02;4;2;;;1;255.1672
1337;2019;4;48;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;230.0419
1337;2019;4;48;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;230.0419
1337;2019;4;48;9;1;1;10;1;2;N;N;4;3;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;232.4571
1338;2019;4;20;9;6;1;11;1;2;N;S;4;1;1;2;N;;;;;;;1;01;1;04;2;;;50;2;167.9719
1338;2019;4;20;9;1;1;11;1;1;N;N;4;1;1;2;N;;;;;;;1;02;7;03;2;;;40;1;174.0921
1338;2019;4;20;9;1;1;05;1;3;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;182.3253
1338;2019;4;20;9;1;1;05;1;1;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;3;130.2567
1339;2019;4;48;1;6;2;15;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;185.2506
1340;2019;4;01;9;6;1;14;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;30.727
1340;2019;4;01;9;1;1;14;1;1;N;N;2;4;;;N;;;;;;;4;07;7;03;4;2;;;2;31.4322
1341;2019;4;48;1;1;1;08;1;3;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;38;1;205.3805
1341;2019;4;48;1;6;1;07;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;10;4;2;1;40;2;212.9172
1342;2019;4;48;9;6;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;5;04;2;;;;1;105.8894
1343;2019;4;01;9;6;2;10;1;3;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;1;21.7177
1343;2019;4;01;9;1;2;09;1;3;N;N;4;1;1;3;S;5;1;S;10;6;S;1;02;5;09;4;2;1;0;2;25.3702
1344;2019;4;48;1;6;2;16;1;1;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;184.8894
1345;2019;4;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;171.1767
1345;2019;4;20;9;1;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;01;7;03;1;;;50;1;176.8732
1345;2019;4;20;9;6;1;08;1;3;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;2;186.1173
1345;2019;4;20;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;175.2166
1346;2019;4;01;9;6;1;14;1;1;N;N;2;1;;;N;;;;;;;4;04;5;10;4;2;;;1;29.2305
1346;2019;4;01;9;1;1;14;1;2;N;N;2;2;;;N;;;;;;;4;07;3;02;3;;;;2;29.9014
1347;2019;4;48;1;1;1;12;1;1;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;35;2;177.3125
1347;2019;4;48;1;1;1;07;1;2;N;N;4;3;1;2;N;;;;;;;1;02;8;04;2;;;40;3;232.7053
1347;2019;4;48;1;6;1;12;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;187.7578
1348;2019;4;20;3;1;3;03;2;;S;;;;;;;;;;;;;;;;;;;;;3;206.7053
1348;2019;4;20;3;1;2;02;2;;S;;;;;;;;;;;;;;;;;;;;;3;206.7053
1348;2019;4;20;3;6;2;02;2;;S;;;;;;;;;;;;;;;;;;;;;3;201.9394
1348;2019;4;20;3;6;3;08;2;2;N;N;4;1;2;2;N;;;;;;;1;02;9;08;4;2;1;20;1;195.993
1349;2019;4;20;9;6;1;08;1;2;N;N;4;1;1;3;N;;;;;;;1;02;3;02;4;2;1;22;2;188.2714
1349;2019;4;20;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;173.1579
1349;2019;4;20;9;1;1;08;1;2;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;5;32;1;172.774
1349;2019;4;20;9;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;173.1579
1350;2019;4;48;9;6;1;18;1;1;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;181.2333
1351;2019;4;01;2;6;2;14;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;158.5437
1352;2019;4;48;1;6;1;13;1;3;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;1;1;35;1;159.388
1352;2019;4;48;1;1;1;12;1;3;N;N;4;1;;;N;;;;;;;4;04;4;10;4;1;;;4;191.855
1353;2019;4;01;9;1;2;13;1;2;N;N;2;1;;;N;;;;;;;4;04;1;06;3;;;;1;23.7538
1353;2019;4;01;9;6;2;12;1;2;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;38;2;26.1366
1354;2019;4;20;9;6;3;08;2;3;N;N;4;1;2;4;S;3;1;S;09;96;S;1;02;5;04;4;2;1;25;1;235.0177
1355;2019;4;01;2;6;3;11;2;2;N;N;4;1;2;4;N;;;;;;;1;02;9;10;4;2;5;0;1;242.8233
1355;2019;4;01;2;1;3;11;2;3;N;N;4;2;2;4;N;;;;;;;1;02;5;10;4;2;5;0;2;249.6404
1355;2019;4;01;2;1;3;05;2;2;N;N;4;4;1;4;N;;;;;;;1;02;9;08;4;2;5;0;3;153.6564
1356;2019;4;20;9;1;1;08;2;1;N;N;4;2;1;2;N;;;;;;;1;02;5;04;4;2;1;40;3;233.8969
1356;2019;4;20;9;1;3;13;2;1;N;N;2;3;;;N;;;;;;;4;07;6;01;4;2;;;1;300.3768
1356;2019;4;20;9;6;3;12;2;1;N;N;4;1;1;3;N;;;;;;;1;02;5;04;2;;;0;2;214.9784
1356;2019;4;20;9;6;3;18;2;3;N;N;4;4;;;N;;;;;;;4;07;5;04;5;;;;4;323.6248
1357;2019;4;01;9;6;1;07;1;3;N;N;4;1;1;4;N;;;;;;;1;02;3;09;4;1;5;0;2;82.006
1357;2019;4;01;9;1;2;07;1;2;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;32;1;70.7041
1358;2019;4;20;3;1;1;05;1;3;S;N;4;1;1;2;N;;;;;;;1;02;2;02;4;2;1;40;3;145.8707
1358;2019;4;20;3;1;1;04;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;145.8707
1358;2019;4;20;3;1;1;12;1;3;N;N;4;2;1;2;N;;;;;;;1;02;2;09;4;1;1;35;1;127.6589
1358;2019;4;20;3;6;1;11;1;3;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;1;1;35;2;126.2195
1358;2019;4;20;3;1;1;05;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;145.8707
1359;2019;4;01;2;1;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;1;02;4;2;1;40;1;157.7651
1359;2019;4;01;2;6;2;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;2;171.0676
1359;2019;4;01;2;6;1;05;1;2;N;S;4;2;1;2;N;;;;;;;1;02;5;09;4;2;1;40;3;184.8619
1360;2019;4;48;9;6;1;12;1;2;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;2;196.5328
1360;2019;4;48;9;1;1;14;1;1;N;N;2;2;;;N;;;;;;;4;07;8;04;4;2;;;1;236.9472
1360;2019;4;48;9;6;1;05;1;2;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;219.992
1361;2019;4;48;9;6;2;12;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;185.2195
1361;2019;4;48;9;1;2;14;1;2;N;N;2;2;;;N;;;;;;;4;07;4;04;4;1;;;1;223.3075
1362;2019;4;01;2;6;1;08;1;3;N;N;4;1;1;2;N;;;;;;;1;02;3;08;4;2;1;32;2;174.5338
1362;2019;4;01;2;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;183.6136
1362;2019;4;01;2;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;187.2968
1362;2019;4;01;2;1;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;02;4;2;1;40;1;190.3295
1362;2019;4;01;2;1;2;15;1;1;N;N;2;1;;;N;;;;;;;4;04;6;01;2;;;;4;245.1254
1363;2019;4;01;2;1;1;12;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;05;4;2;1;40;1;166.9631
1363;2019;4;01;2;6;1;06;1;3;N;N;4;2;2;2;N;;;;;;;1;02;2;09;4;2;5;25;3;272.7917
1363;2019;4;01;2;6;1;12;1;3;N;S;4;1;1;2;N;;;;;;;1;02;1;09;4;1;1;35;2;178.5871
1364;2019;4;48;9;6;1;08;1;3;N;S;4;1;;;N;;;;;;;4;04;4;04;4;2;;;1;164.9077
1365;2019;4;20;3;6;1;18;1;1;N;N;4;1;;;N;;;;;;;4;04;7;02;4;2;;;2;106.4818
1365;2019;4;20;3;1;1;18;1;3;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;100.2477
1366;2019;4;48;1;1;1;16;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;188.546
1367;2019;4;48;9;6;2;15;1;1;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;225.8097
1367;2019;4;48;9;6;1;10;1;1;N;N;4;2;;;N;;;;;;;4;07;5;04;4;2;;;3;173.0041
1368;2019;4;01;9;1;1;18;1;1;N;N;2;2;;;N;;;;;;;4;07;9;02;4;2;;;1;91.4398
1368;2019;4;01;9;6;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;01;2;10;1;;;49;3;74.3292
1368;2019;4;01;9;6;2;18;1;1;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;2;89.3881
1369;2019;4;48;1;1;1;13;1;1;N;N;4;1;;;S;6;2;S;07;99;S;2;05;3;04;4;2;;;1;219.8454
1370;2019;4;01;2;6;2;14;1;1;N;N;4;1;;;N;;;;;;;4;04;8;02;4;2;;;2;133.1914
1370;2019;4;01;2;1;2;15;1;1;N;N;2;1;;;N;;;;;;;4;04;9;02;3;;;;1;136.2485
1371;2019;4;48;9;1;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;2;106.2367
1371;2019;4;48;9;6;1;18;1;1;N;N;4;1;;;N;;;;;;;4;04;7;02;4;2;;;1;107.4271
1372;2019;4;20;9;1;1;11;1;1;N;N;3;2;;;N;;;;;;;4;07;8;09;4;1;;;1;175.427
1372;2019;4;20;9;6;1;10;1;1;N;N;4;1;2;2;N;;;;;;;1;02;8;02;3;;;25;2;125.1014
1373;2019;4;48;9;1;1;12;1;2;N;N;3;2;;;N;;;;;;;4;07;8;02;4;2;;;1;209.6592
1373;2019;4;48;9;6;1;04;1;2;S;N;4;2;1;2;N;;;;;;;1;02;2;04;4;2;3;40;3;184.9533
1373;2019;4;48;9;6;1;11;1;1;N;N;4;1;2;2;N;;;;;;;1;02;9;04;4;2;1;20;2;222.9038
1374;2019;4;48;9;1;1;15;1;2;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;233.2968
1374;2019;4;48;9;6;1;13;1;1;N;N;3;1;;;N;;;;;;;4;04;9;09;4;1;;;2;193.5049
1375;2019;4;20;9;6;1;11;1;2;N;N;4;1;1;4;N;;;;;;;1;02;5;10;2;;;25;1;168.8882
1376;2019;4;48;9;6;1;13;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;04;2;;;40;2;186.155
1376;2019;4;48;9;1;2;14;1;1;N;N;3;1;;;N;;;;;;;4;04;7;02;4;2;;;1;241.375
1376;2019;4;48;9;6;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;5;40;3;236.2066
1377;2019;4;01;2;1;1;10;1;2;N;N;4;3;1;4;N;;;;;;;1;02;3;03;4;2;1;32;2;178.1669
1377;2019;4;01;2;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;187.7317
1377;2019;4;01;2;6;1;10;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;05;4;2;1;20;1;190.1557
1377;2019;4;01;2;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;187.7317
1378;2019;4;01;9;6;2;16;1;1;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;13.1614
1379;2019;4;01;2;6;2;08;1;3;N;N;4;1;1;2;N;;;;;;;1;02;4;06;4;2;1;37;1;160.6912
1380;2019;4;48;9;6;1;15;1;3;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;2;165.8548
1380;2019;4;48;9;1;1;16;1;3;N;N;2;3;;;N;;;;;;;4;07;2;02;4;1;;;1;164.017
1381;2019;4;48;1;6;2;16;1;1;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;171.5143
1381;2019;4;48;1;1;2;15;1;1;N;N;2;4;;;N;;;;;;;4;07;7;03;4;2;;;2;169.6138
1382;2019;4;01;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;41.0452
1382;2019;4;01;9;6;1;09;1;1;N;N;4;1;2;4;N;;;;;;;1;02;9;02;4;2;1;22;2;36.7083
1382;2019;4;01;9;1;1;10;1;2;N;N;4;4;1;5;N;;;;;;;1;02;5;09;4;1;1;0;1;42.0367
1383;2019;4;48;9;6;2;07;1;1;N;N;4;1;1;2;N;;;;;;;1;02;4;08;4;2;1;40;2;219.9409
1383;2019;4;48;9;1;1;08;1;1;N;N;4;1;1;3;N;;;;;;;1;02;7;03;4;2;5;0;1;193.7744
1384;2019;4;48;9;1;1;08;1;3;N;N;4;2;1;2;N;;;;;;;1;02;2;08;4;2;1;40;1;291.283
1384;2019;4;48;9;1;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;247.9382
1384;2019;4;48;9;6;1;08;1;3;N;S;4;1;;;S;6;2;S;04;54;S;2;05;3;08;4;1;;;2;305.598
1384;2019;4;48;9;1;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;247.9382
1385;2019;4;48;9;1;1;13;1;2;N;N;4;1;;;S;6;2;S;01;11;S;4;04;7;02;4;2;;;2;261.3471
1385;2019;4;48;9;6;1;13;1;2;N;S;4;1;;;N;;;;;;;4;04;4;02;4;2;;;1;255.2956
1385;2019;4;48;9;1;1;08;1;3;N;N;4;4;1;4;N;;;;;;;1;02;2;09;4;2;5;32;3;261.7242
1386;2019;4;01;2;6;1;05;1;2;S;N;4;1;;;S;6;2;S;07;2;S;2;05;4;06;4;2;;;3;210.0979
1386;2019;4;01;2;6;1;10;1;1;N;N;4;1;1;2;N;;;;;;;1;02;7;08;4;2;1;40;2;171.2851
1386;2019;4;01;2;1;1;11;1;1;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;2;1;40;1;178.6946
1387;2019;4;20;9;1;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;9;02;4;2;1;40;1;149.4093
1387;2019;4;20;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;144.9672
1387;2019;4;20;9;6;1;08;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;3;40;2;181.1145
1388;2019;4;48;9;6;1;17;1;2;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;184.019
1389;2019;4;20;3;1;1;09;1;1;N;N;4;1;1;4;N;;;;;;;1;02;1;06;4;2;1;32;2;186.3075
1389;2019;4;20;3;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;174.0923
1389;2019;4;20;3;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;170.0784
1389;2019;4;20;3;6;1;09;1;3;N;N;4;1;1;4;N;;;;;;;1;02;1;08;1;;;32;1;184.9231
1389;2019;4;20;3;6;1;04;1;2;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;167.8053
1390;2019;4;48;1;1;1;13;1;2;N;N;4;1;2;5;N;;;;;;;1;02;4;04;4;1;5;0;4;190.4801
1390;2019;4;48;1;6;1;14;1;2;N;N;2;1;;;N;;;;;;;4;04;3;08;4;2;;;1;254.0013
1390;2019;4;48;1;1;1;11;1;1;N;N;4;2;;;N;;;;;;;4;07;3;04;4;2;;;4;284.2105
1391;2019;4;48;9;1;1;11;1;2;N;N;4;2;1;4;N;;;;;;;1;02;1;03;2;;;0;2;180.3224
1391;2019;4;48;9;6;3;13;1;2;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;1;1;0;1;161.7373
1392;2019;4;20;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;186.1924
1392;2019;4;20;9;6;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;5;04;2;;;40;2;203.8604
1392;2019;4;20;9;6;1;04;1;2;S;S;4;3;;;N;;;;;;;4;04;;;;;;;3;179.4684
1392;2019;4;20;9;1;1;10;1;2;N;S;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;178.9344
1393;2019;4;48;9;1;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;1;40;1;203.3662
1393;2019;4;48;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;209.3502
1393;2019;4;48;9;6;1;10;1;1;N;N;4;1;1;2;N;;;;;;;1;02;4;08;4;2;1;40;2;204.1368
1394;2019;4;20;3;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;129.2391
1394;2019;4;20;3;6;1;11;1;1;N;N;4;1;2;2;N;;;;;;;1;02;9;08;4;2;5;26;1;119.6132
1394;2019;4;20;3;6;1;05;1;2;N;N;4;2;2;2;N;;;;;;;1;02;5;04;4;2;5;30;3;96.7695
1395;2019;4;48;9;1;2;14;1;1;N;N;2;2;;;N;;;;;;;4;07;8;02;4;2;;;1;148.7171
1395;2019;4;48;9;6;2;14;1;1;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;150.3834
1396;2019;4;01;2;6;1;18;1;3;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;144.4053
1397;2019;4;48;9;1;1;08;1;1;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;32;1;187.3641
1398;2019;4;20;9;1;1;10;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;35;1;152.3221
1399;2019;4;01;9;1;1;16;1;3;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;84.4078
1399;2019;4;01;9;6;1;09;1;2;N;S;4;1;1;5;S;4;3;S;03;2;S;1;02;2;08;2;;;25;3;61.9488
1400;2019;4;48;1;6;2;13;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;06;4;2;1;40;1;165.8734
1400;2019;4;48;1;6;1;05;1;3;S;N;4;2;;;S;6;2;S;01;0;S;2;06;5;08;4;2;;;3;201.4852
1401;2019;4;01;9;1;2;14;1;2;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;2;11.9682
1401;2019;4;01;9;6;1;14;1;1;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;11.6997
1402;2019;4;48;1;6;1;09;1;3;N;S;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;3;217.2833
1402;2019;4;48;1;1;1;14;1;2;N;N;2;3;;;N;;;;;;;4;07;5;04;4;2;;;1;239.4767
1403;2019;4;20;3;1;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;150.5035
1403;2019;4;20;3;6;1;08;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;04;4;2;1;32;1;180.9339
1403;2019;4;20;3;1;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;150.5035
