NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
479;2019;2;48;9;1;1;10;1;1;N;N;4;2;1;2;N;;;;;;;1;02;1;04;2;;;40;1;242.9823
480;2019;2;48;9;6;1;15;1;2;N;N;2;3;;;N;;;;;;;4;07;3;08;2;;;;2;187.0286
480;2019;2;48;9;1;1;15;1;3;N;N;2;1;;;N;;;;;;;4;04;2;08;2;;;;1;179.5645
481;2019;2;20;9;6;1;15;1;1;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;169.525
481;2019;2;20;9;1;1;09;1;2;N;N;4;3;1;2;N;;;;;;;1;02;7;02;4;2;1;40;3;132.1091
482;2019;2;48;9;1;1;10;1;1;N;N;4;2;1;2;N;;;;;;;1;02;9;02;4;2;1;40;2;254.4217
482;2019;2;48;9;6;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;1;1;35;1;246.3924
482;2019;2;48;9;1;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;228.0291
482;2019;2;48;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;268.9192
483;2019;2;48;1;6;1;14;1;3;S;N;2;1;;;N;;;;;;;4;04;4;03;4;2;;;1;181.5855
484;2019;2;01;2;6;1;14;1;1;N;N;4;1;;;N;;;;;;;4;04;9;02;4;2;;;2;138.7426
484;2019;2;01;2;1;1;15;1;1;N;N;2;2;;;N;;;;;;;4;07;7;02;4;2;;;1;136.4232
485;2019;2;48;9;1;1;13;1;2;N;N;2;1;;;N;;;;;;;4;04;6;01;4;2;;;1;123.5627
485;2019;2;48;9;1;1;11;1;2;N;N;4;1;1;4;N;;;;;;;1;02;7;04;4;2;5;32;4;119.1051
486;2019;2;01;2;6;2;16;1;1;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;134.5782
487;2019;2;20;3;6;3;12;2;3;N;N;4;1;1;4;N;;;;;;;1;02;9;09;4;2;1;32;1;119.8471
487;2019;2;20;3;1;3;12;1;1;N;N;4;1;1;4;N;;;;;;;1;02;7;09;4;2;1;32;2;113.1419
488;2019;2;48;9;6;1;12;1;2;N;N;4;1;1;4;N;;;;;;;1;02;8;02;4;2;1;24;1;113.5732
489;2019;2;48;9;1;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;04;2;;;40;1;217.1379
489;2019;2;48;9;6;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;10;2;;;40;2;216.8286
489;2019;2;48;9;6;1;04;1;2;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;265.5992
489;2019;2;48;9;1;1;05;1;2;S;N;4;1;2;2;N;;;;;;;1;02;2;10;4;1;3;20;3;161.8281
489;2019;2;48;9;6;1;18;1;1;N;N;4;4;;;N;;;;;;;4;07;;;;;;;4;311.9705
490;2019;2;01;9;1;1;11;1;1;N;N;4;1;1;4;N;;;;;;;1;02;7;02;4;2;1;32;1;64.8321
490;2019;2;01;9;6;1;11;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;28;2;66.6217
490;2019;2;01;9;1;1;04;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;71.9836
490;2019;2;01;9;6;1;04;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;65.4775
491;2019;2;48;1;1;3;08;2;1;N;N;4;1;2;4;S;3;2;S;07;8;S;1;02;2;09;4;2;5;0;4;433.6941
491;2019;2;48;1;1;1;11;1;3;N;N;4;1;1;4;N;;;;;;;1;02;9;04;4;2;1;24;1;195.2234
492;2019;2;20;9;1;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;7;03;1;;;40;1;136.9889
492;2019;2;20;9;6;3;10;2;2;N;N;4;1;;;S;6;2;S;04;9;S;2;05;9;04;4;2;;;2;239.1493
492;2019;2;20;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;146.5805
493;2019;2;01;9;6;1;17;1;1;N;N;2;1;;;N;;;;;;;4;04;6;01;4;2;;;1;13.6892
494;2019;2;20;9;1;1;12;1;3;N;S;4;1;1;4;N;;;;;;;1;02;1;06;4;2;1;32;1;126.3911
494;2019;2;20;9;6;1;11;1;2;N;S;4;1;1;4;N;;;;;;;1;02;3;06;4;2;1;32;2;127.5474
495;2019;2;01;9;6;1;11;1;2;N;N;4;1;;;S;6;2;S;08;99;S;2;05;9;08;4;2;;;2;79.7986
495;2019;2;01;9;1;2;11;1;2;N;N;4;2;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;62.8541
496;2019;2;48;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;268.2038
496;2019;2;48;9;1;3;09;1;2;N;N;4;1;1;2;S;4;1;S;07;8;S;1;02;7;04;4;2;1;37;1;383.0097
496;2019;2;48;9;6;1;09;1;3;N;N;4;1;1;2;S;4;1;S;06;8;S;1;02;4;09;4;1;5;32;2;280.1388
496;2019;2;48;9;1;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;268.9325
497;2019;2;20;9;1;1;13;1;2;N;N;4;1;2;2;N;;;;;;;1;02;7;02;4;2;5;20;1;113.2484
497;2019;2;20;9;6;1;12;1;2;N;N;4;1;;;N;;;;;;;4;04;4;02;4;2;;;2;132.5165
498;2019;2;01;2;6;1;09;1;3;S;S;4;1;1;2;N;;;;;;;1;02;3;02;4;2;5;40;2;131.6908
498;2019;2;01;2;1;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;173.9898
499;2019;2;48;9;1;3;11;2;1;N;N;4;1;2;4;S;1;1;S;05;13;S;1;02;4;04;4;2;5;16;1;247.9279
499;2019;2;48;9;6;1;09;1;2;N;N;4;1;1;4;N;;;;;;;1;02;3;04;4;2;1;32;2;195.3373
499;2019;2;48;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;204.8094
500;2019;2;20;9;6;1;13;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;28;2;124.6105
500;2019;2;20;9;1;1;13;1;2;N;N;4;1;1;4;N;;;;;;;1;02;3;02;4;2;1;32;1;133.3174
501;2019;2;48;1;1;1;12;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;30;1;175.5522
501;2019;2;48;1;1;1;05;1;3;S;N;4;3;2;2;N;;;;;;;1;03;5;10;4;2;2;14;3;118.0993
502;2019;2;01;2;6;3;12;2;2;N;N;4;1;2;2;N;;;;;;;1;02;9;10;4;2;5;20;4;261.6174
502;2019;2;01;2;6;1;03;1;1;S;N;4;2;;;N;;;;;;;;;;;;;;;3;187.7603
502;2019;2;01;2;1;3;11;1;2;N;N;4;2;2;2;N;;;;;;;1;02;8;04;4;2;1;20;1;179.3283
502;2019;2;01;2;6;3;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;5;35;2;184.9287
502;2019;2;01;2;1;3;05;1;3;N;N;4;2;;;N;;;;;;;4;07;;;;;;;3;206.4168
503;2019;2;20;9;6;1;18;1;1;N;N;4;4;;;N;;;;;;;4;07;9;10;4;2;;;1;119.4669
503;2019;2;20;9;1;1;17;1;1;N;N;2;2;;;N;;;;;;;4;07;8;02;4;2;;;2;114.4945
504;2019;2;01;2;1;1;07;1;3;N;N;4;1;2;2;N;;;;;;;1;02;9;04;4;2;1;20;2;215.1685
504;2019;2;01;2;6;1;08;1;2;N;N;4;1;2;4;N;;;;;;;1;02;5;04;4;2;5;15;1;135.8274
505;2019;2;20;9;1;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;148.2852
506;2019;2;01;2;6;1;16;1;1;N;N;2;1;;;N;;;;;;;4;04;2;08;4;2;;;1;133.4404
507;2019;2;48;9;6;1;04;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;222.5294
507;2019;2;48;9;6;1;12;1;2;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;1;1;28;1;176.8362
507;2019;2;48;9;1;1;10;1;1;N;N;3;2;;;N;;;;;;;4;07;7;03;4;2;;;2;222.6039
508;2019;2;20;3;6;3;08;2;1;N;N;4;1;1;4;N;;;;;;;1;02;2;08;4;2;1;32;1;160.1642
509;2019;2;20;9;6;1;09;1;2;N;N;4;1;2;2;N;;;;;;;1;02;5;09;4;2;5;32;1;178.3862
509;2019;2;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;129.5852
509;2019;2;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;129.5852
510;2019;2;01;2;6;1;12;1;2;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;1;1;21;1;176.3139
511;2019;2;20;9;1;2;13;1;2;N;N;2;2;;;N;;;;;;;4;07;7;02;4;2;;;1;184.778
511;2019;2;20;9;6;1;07;1;3;N;N;4;2;1;2;N;;;;;;;1;02;2;09;4;1;5;40;3;165.9202
511;2019;2;20;9;6;1;13;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;10;4;2;1;40;2;117.7895
512;2019;2;48;1;1;3;10;2;1;N;N;4;2;;;S;6;2;S;03;8;S;2;06;7;03;4;2;;;1;384.6717
512;2019;2;48;1;6;1;02;2;;S;;;;;;;;;;;;;;;;;;;;;3;350.8355
512;2019;2;48;1;1;1;01;2;;S;;;;;;;;;;;;;;;;;;;;;3;351.7888
512;2019;2;48;1;1;2;04;2;2;N;N;4;3;;;N;;;;;;;4;07;;;;;;;3;328.5403
512;2019;2;48;1;6;3;09;2;1;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;2;40;2;411.5897
513;2019;2;48;9;1;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;3;113.9938
513;2019;2;48;9;6;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;6;01;2;;;;1;118.2911
514;2019;2;20;9;1;1;16;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;112.0396
514;2019;2;20;9;6;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;2;116.9054
515;2019;2;01;9;1;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;01;8;04;2;;;50;2;39.7004
515;2019;2;01;9;6;1;18;1;1;N;N;4;3;;;N;;;;;;;4;07;8;02;4;2;;;4;51.9447
515;2019;2;01;9;6;1;12;1;2;N;N;4;1;1;3;N;;;;;;;1;02;4;04;4;1;5;0;1;44.1345
516;2019;2;01;9;1;2;17;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;20.0772
516;2019;2;01;9;6;2;17;1;1;N;N;4;1;;;N;;;;;;;4;04;7;02;4;2;;;2;20.4185
517;2019;2;48;9;6;1;11;1;2;N;N;4;1;2;2;N;;;;;;;1;02;3;04;4;2;1;24;1;182.3628
517;2019;2;48;9;1;1;10;1;2;N;N;4;1;1;3;N;;;;;;;1;02;5;09;4;1;1;0;4;170.2827
518;2019;2;48;9;6;1;13;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;0;1;160.8013
519;2019;2;01;2;1;1;11;1;3;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;2;5;40;1;211.2557
519;2019;2;01;2;6;2;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;9;04;4;2;5;40;2;123.6243
520;2019;2;48;9;1;1;14;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;91.7222
521;2019;2;48;9;1;1;13;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;32;3;175.7884
521;2019;2;48;9;6;1;17;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;249.9325
522;2019;2;20;3;1;1;16;1;3;N;N;2;4;;;N;;;;;;;4;07;2;02;4;2;;;1;93.8985
522;2019;2;20;3;6;1;15;1;2;N;N;4;1;;;N;;;;;;;4;04;4;05;4;1;;;2;97.9764
523;2019;2;01;9;1;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;7;02;1;;;40;1;67.0003
524;2019;2;01;9;1;1;13;1;1;N;N;4;1;1;2;N;;;;;;;1;02;6;01;2;;;40;1;15.37
525;2019;2;01;9;1;2;02;2;;S;;;;;;;;;;;;;;;;;;;;;3;69.5382
525;2019;2;01;9;1;3;09;2;1;N;N;4;3;;;S;6;1;S;03;0;S;2;06;9;01;4;2;;;1;82.4998
525;2019;2;01;9;6;3;03;2;;S;;;;;;;;;;;;;;;;;;;;;3;68.8028
525;2019;2;01;9;6;3;07;2;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;81.9624
525;2019;2;01;9;1;1;01;2;;N;;;;;;;;;;;;;;;;;;;;;3;69.5382
525;2019;2;01;9;6;2;02;2;;S;;;;;;;;;;;;;;;;;;;;;3;68.8028
526;2019;2;48;9;1;1;14;1;2;N;N;2;1;;;N;;;;;;;4;04;7;05;4;2;;;1;174.4906
527;2019;2;20;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;163.1948
527;2019;2;20;9;1;3;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;9;02;4;2;1;35;1;185.5478
527;2019;2;20;9;6;2;08;1;2;N;S;4;1;1;4;N;;;;;;;1;02;4;08;4;2;1;32;2;187.4286
527;2019;2;20;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;176.8098
528;2019;2;48;9;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;167.5561
528;2019;2;48;9;6;1;12;1;1;N;N;4;1;2;2;N;;;;;;;1;02;9;10;4;2;1;18;2;199.9488
528;2019;2;48;9;1;1;12;1;1;N;N;4;2;1;2;N;;;;;;;1;02;7;03;2;;;40;1;162.0157
529;2019;2;48;9;1;2;14;1;2;N;N;2;3;;;N;;;;;;;4;07;9;02;4;2;;;2;113.5785
529;2019;2;48;9;6;1;14;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;118.2997
530;2019;2;48;9;6;1;13;1;2;N;N;4;1;;;N;;;;;;;4;04;4;02;4;2;;;2;212.1686
530;2019;2;48;9;1;1;14;1;3;N;N;4;2;1;4;N;;;;;;;1;02;1;06;4;2;1;0;1;274.2605
531;2019;2;48;9;6;2;11;1;2;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;1;226.4704
532;2019;2;20;9;1;1;13;1;2;N;N;4;1;2;2;N;;;;;;;1;02;4;04;4;2;5;40;3;119.7165
532;2019;2;20;9;6;2;18;1;1;N;N;4;3;;;N;;;;;;;4;07;9;10;4;2;;;1;188.863
533;2019;2;20;3;1;1;11;1;2;N;S;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;37;1;126.5181
533;2019;2;20;3;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;141.6974
533;2019;2;20;3;6;2;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;4;03;4;2;1;40;2;123.5905
533;2019;2;20;3;6;1;03;1;1;S;N;4;4;;;N;;;;;;;;;;;;;;;3;145.8718
534;2019;2;48;9;6;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;2;173.4106
534;2019;2;48;9;1;1;13;1;1;N;N;4;1;;;N;;;;;;;4;04;4;04;4;2;;;1;240.875
535;2019;2;20;9;6;3;06;2;2;N;N;4;1;1;2;N;;;;;;;1;02;5;10;4;2;5;40;4;349.1682
535;2019;2;20;9;6;1;16;1;1;N;N;2;4;;;N;;;;;;;4;07;5;10;2;;;;1;188.923
536;2019;2;01;2;1;1;02;2;;S;;;;;;;;;;;;;;;;;;;;;3;267.2174
536;2019;2;01;2;1;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;4;187.3879
536;2019;2;01;2;6;3;07;2;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;4;540.6828
536;2019;2;01;2;6;2;03;2;;S;;;;;;;;;;;;;;;;;;;;;3;264.3912
536;2019;2;01;2;6;3;07;2;1;N;S;4;1;;;S;6;2;S;01;96;S;4;04;9;04;4;2;;;1;165.6783
536;2019;2;01;2;1;1;01;2;;N;;;;;;;;;;;;;;;;;;;;;3;267.2174
537;2019;2;20;9;1;2;14;1;1;N;N;2;1;;;N;;;;;;;4;04;9;02;3;;;;3;129.5168
537;2019;2;20;9;6;2;18;1;1;N;N;4;2;;;N;;;;;;;4;07;;;;;;;1;135.1416
538;2019;2;01;2;6;1;11;1;2;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;32;1;231.0287
538;2019;2;01;2;1;1;04;1;1;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;245.8881
538;2019;2;01;2;1;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;5;04;4;2;;;3;241.2547
538;2019;2;01;2;1;1;11;1;2;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;32;2;218.0328
539;2019;2;20;9;6;1;18;1;2;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;137.9405
540;2019;2;01;9;1;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;78.1688
540;2019;2;01;9;6;1;11;1;2;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;1;5;0;1;72.3461
540;2019;2;01;9;6;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;3;10;4;2;;;3;71.1037
541;2019;2;01;2;6;1;16;1;2;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;1;151.1306
542;2019;2;01;9;1;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;74.3769
542;2019;2;01;9;6;1;07;1;3;N;N;4;1;2;2;N;;;;;;;1;02;3;03;4;2;5;26;2;56.9848
542;2019;2;01;9;6;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;73.5903
542;2019;2;01;9;1;1;08;1;3;N;N;4;1;1;3;N;;;;;;;1;02;7;02;4;2;1;34;1;86.6259
543;2019;2;20;9;1;1;14;1;2;N;N;2;2;;;N;;;;;;;4;07;8;02;4;1;;;1;217.4103
543;2019;2;20;9;1;1;08;1;3;N;N;4;2;1;2;N;;;;;;;1;02;5;04;4;2;5;40;3;171.4445
543;2019;2;20;9;6;2;13;1;2;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;2;167.1304
544;2019;2;48;9;6;1;10;1;3;N;N;4;2;1;2;N;;;;;;;1;02;4;08;4;2;1;37;1;219.4595
545;2019;2;01;9;1;2;13;1;1;N;N;2;1;;;N;;;;;;;4;04;7;04;4;2;;;1;67.9948
545;2019;2;01;9;6;1;13;1;1;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;59.2283
546;2019;2;01;2;6;1;07;1;3;S;N;4;1;2;2;N;;;;;;;1;02;5;04;4;2;1;24;3;260.492
546;2019;2;01;2;6;1;13;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;04;4;2;1;40;1;179.3199
547;2019;2;01;9;6;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;75.5888
547;2019;2;01;9;6;1;07;1;3;N;N;4;1;2;4;N;;;;;;;1;02;2;09;4;2;5;6;2;115.2531
547;2019;2;01;9;1;1;08;1;3;N;N;4;1;1;4;N;;;;;;;1;02;3;02;4;2;1;16;1;88.9785
547;2019;2;01;9;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;75.5888
548;2019;2;01;9;1;3;18;1;1;N;N;2;2;;;N;;;;;;;4;07;7;04;4;2;;;1;58.3271
548;2019;2;01;9;6;1;18;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;59.3187
549;2019;2;01;2;1;2;08;1;3;N;N;4;1;1;4;N;;;;;;;1;02;3;10;4;2;1;32;1;191.8704
549;2019;2;01;2;6;2;07;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;02;4;2;1;32;2;260.2279
550;2019;2;48;9;1;2;16;1;1;N;N;2;3;;;N;;;;;;;4;07;9;02;4;2;;;1;175.849
551;2019;2;48;9;1;1;03;1;2;S;N;4;1;;;N;;;;;;;;;;;;;;;3;218.5866
551;2019;2;48;9;6;1;04;1;2;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;277.9901
551;2019;2;48;9;6;1;10;1;3;N;N;4;1;2;2;N;;;;;;;1;02;3;02;4;2;1;40;2;267.8652
551;2019;2;48;9;1;1;10;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;08;1;;;40;1;242.9823
552;2019;2;01;9;6;2;15;1;1;N;N;4;1;;;N;;;;;;;4;04;9;04;4;2;;;1;103.6897
552;2019;2;01;9;6;1;10;1;2;N;N;3;4;;;N;;;;;;;4;07;8;09;4;2;;;3;85.0051
552;2019;2;01;9;1;2;14;1;1;N;N;2;3;;;N;;;;;;;4;07;3;02;4;2;;;2;101.9563
553;2019;2;20;9;1;1;07;1;3;N;N;4;1;1;4;N;;;;;;;1;02;5;09;4;1;5;28;3;218.039
553;2019;2;20;9;6;1;12;1;2;N;N;4;1;1;4;N;;;;;;;1;02;4;09;4;1;1;28;1;116.324
554;2019;2;20;3;6;1;14;1;3;N;N;2;1;;;N;;;;;;;4;04;2;03;1;;;;1;120.1019
555;2019;2;20;3;1;2;12;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;0;3;107.7026
555;2019;2;20;3;6;1;13;1;2;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;1;1;35;1;103.8037
556;2019;2;01;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;52.6773
556;2019;2;01;9;6;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;9;04;4;2;5;40;2;46.0635
556;2019;2;01;9;1;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;3;04;4;2;1;40;1;62.0085
556;2019;2;01;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;52.6773
557;2019;2;01;9;6;1;06;1;3;S;N;4;1;1;4;N;;;;;;;1;02;8;02;4;2;1;32;3;50.2262
557;2019;2;01;9;6;2;12;1;1;N;N;4;1;1;4;N;;;;;;;1;02;6;01;4;2;1;10;2;31.1589
557;2019;2;01;9;1;1;13;1;1;N;N;4;1;1;4;N;;;;;;;1;02;9;08;4;2;5;24;1;26.8249
558;2019;2;48;9;6;1;08;1;3;N;N;4;1;1;3;N;;;;;;;1;02;3;04;4;2;1;0;1;209.3153
558;2019;2;48;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;193.0374
559;2019;2;48;1;6;1;14;1;2;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;1;339.3462
559;2019;2;48;1;6;1;07;1;2;N;N;4;2;;;S;6;2;S;01;9;S;2;06;5;04;4;2;;;3;307.8704
559;2019;2;48;1;1;1;06;1;2;N;N;4;2;;;S;6;2;S;07;7;S;2;06;9;08;4;2;;;3;381.383
559;2019;2;48;1;1;1;14;1;2;N;N;2;4;;;N;;;;;;;4;07;5;08;4;2;;;2;325.8033
560;2019;2;01;2;6;1;12;1;3;N;N;4;1;;;S;6;3;S;01;41;S;2;05;2;09;4;1;;;2;181.9892
560;2019;2;01;2;1;1;13;1;1;N;N;4;3;1;2;N;;;;;;;1;02;5;09;4;1;1;35;1;151.4522
561;2019;2;48;9;6;1;18;1;1;N;N;4;1;;;N;;;;;;;4;04;7;02;4;2;;;1;102.7131
561;2019;2;48;9;1;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;2;98.6139
562;2019;2;48;9;6;1;13;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;2;1;40;2;178.4919
562;2019;2;48;9;1;3;14;1;1;N;N;2;1;;;N;;;;;;;4;04;5;09;4;2;;;1;243.996
563;2019;2;48;1;6;2;13;1;1;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;1;193.6902
563;2019;2;48;1;1;2;13;1;1;N;N;4;2;1;2;N;;;;;;;1;02;7;02;2;;;40;2;168.8035
563;2019;2;48;1;1;1;06;1;2;N;N;4;2;;;N;;;;;;;4;07;5;04;4;2;;;3;302.606
564;2019;2;48;9;1;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;1;08;1;;;40;1;203.0687
565;2019;2;48;9;1;1;04;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;4;174.5408
565;2019;2;48;9;6;1;14;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;260.7291
565;2019;2;48;9;6;1;10;1;2;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;2;1;27;3;195.7877
566;2019;2;01;2;6;2;12;1;2;N;N;4;1;1;4;N;;;;;;;1;02;3;06;2;;;32;2;194.9039
566;2019;2;01;2;1;2;12;1;2;N;N;4;3;1;4;N;;;;;;;1;02;4;04;4;1;1;30;1;186.8128
567;2019;2;20;3;1;1;16;1;3;N;N;2;2;;;N;;;;;;;4;07;1;02;1;;;;1;110.3786
567;2019;2;20;3;6;1;16;1;2;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;115.1722
568;2019;2;48;9;1;1;10;1;2;N;N;4;1;1;4;N;;;;;;;1;02;5;10;4;2;1;24;2;223.0802
568;2019;2;48;9;6;1;10;1;2;N;N;4;1;1;4;N;;;;;;;1;02;5;04;2;;;24;1;220.4487
568;2019;2;48;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;233.5703
568;2019;2;48;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;233.5703
569;2019;2;20;9;6;1;17;1;2;N;N;4;4;;;N;;;;;;;4;07;;;;;;;2;231.0114
569;2019;2;20;9;1;1;18;1;3;N;N;2;4;;;N;;;;;;;4;07;1;07;1;;;;1;221.3963
569;2019;2;20;9;6;3;08;2;2;N;N;4;1;1;2;N;;;;;;;1;02;9;10;4;2;1;40;4;199.8618
569;2019;2;20;9;6;3;08;2;3;N;N;4;1;1;2;N;;;;;;;1;02;9;10;4;2;1;40;4;342.7393
570;2019;2;20;9;6;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;189.0328
570;2019;2;20;9;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;187.9189
570;2019;2;20;9;1;1;12;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;38;1;169.8185
570;2019;2;20;9;6;1;10;1;1;N;N;4;1;2;2;N;;;;;;;1;02;9;10;4;2;1;18;2;172.2141
571;2019;2;48;1;6;1;12;1;2;N;N;4;1;;;N;;;;;;;4;04;4;04;4;2;;;2;186.9041
571;2019;2;48;1;1;1;13;1;2;N;N;4;1;2;2;N;;;;;;;1;03;1;04;4;2;5;7;1;161.6594
572;2019;2;20;9;1;1;13;1;2;N;N;3;1;;;N;;;;;;;4;04;2;06;3;;;;1;156.5252
572;2019;2;20;9;1;1;05;1;3;S;S;4;1;1;4;N;;;;;;;1;02;2;02;4;2;3;0;3;184.7976
572;2019;2;20;9;6;1;12;1;2;N;N;4;1;1;5;N;;;;;;;1;02;3;06;3;;;0;2;123.9675
573;2019;2;01;9;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;77.0296
573;2019;2;01;9;1;2;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;90.6745
573;2019;2;01;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;77.0296
573;2019;2;01;9;6;1;08;1;2;N;N;4;1;1;3;N;;;;;;;1;02;5;04;4;2;1;20;2;70.4004
